departamento,tecnologia,produccion_mwh,fecha,mes,año,trimestre,semana,estacion
Magdalena,Eólica,1086,2024-07-31,7,2024,3,31,Verano
Cesar,Solar,1415,2024-07-31,7,2024,3,31,Verano
Atlántico,Solar,2791,2024-07-31,7,2024,3,31,Verano
La Guajira,Solar,182,2024-07-31,7,2024,3,31,Verano
Atlántico,Solar,1571,2024-07-31,7,2024,3,31,Verano
La Guajira,Solar,2215,2024-07-31,7,2024,3,31,Verano
Atlántico,Solar,1838,2024-08-01,8,2024,3,31,Verano
Cesar,Solar,1987,2024-08-01,8,2024,3,31,Verano
La Guajira,Solar,2680,2024-08-01,8,2024,3,31,Verano
Cesar,Solar,2436,2024-08-01,8,2024,3,31,Verano
Atlántico,Eólica,600,2024-08-02,8,2024,3,31,Verano
Cesar,Solar,1842,2024-08-02,8,2024,3,31,Verano
La Guajira,Solar,638,2024-08-02,8,2024,3,31,Verano
Magdalena,Eólica,797,2024-08-02,8,2024,3,31,Verano
Cesar,Solar,1777,2024-08-02,8,2024,3,31,Verano
La Guajira,Eólica,1394,2024-08-03,8,2024,3,31,Verano
Atlántico,Solar,2202,2024-08-03,8,2024,3,31,Verano
La Guajira,Solar,2353,2024-08-03,8,2024,3,31,Verano
La Guajira,Eólica,1435,2024-08-04,8,2024,3,31,Verano
Atlántico,Eólica,1545,2024-08-04,8,2024,3,31,Verano
Magdalena,Solar,1338,2024-08-04,8,2024,3,31,Verano
Magdalena,Solar,1098,2024-08-04,8,2024,3,31,Verano
Atlántico,Solar,1265,2024-08-04,8,2024,3,31,Verano
Magdalena,Eólica,1601,2024-08-04,8,2024,3,31,Verano
Magdalena,Solar,1996,2024-08-05,8,2024,3,32,Verano
La Guajira,Solar,881,2024-08-05,8,2024,3,32,Verano
La Guajira,Solar,1391,2024-08-05,8,2024,3,32,Verano
Cesar,Eólica,100,2024-08-05,8,2024,3,32,Verano
Cesar,Solar,2448,2024-08-06,8,2024,3,32,Verano
La Guajira,Eólica,1163,2024-08-06,8,2024,3,32,Verano
Magdalena,Solar,1901,2024-08-06,8,2024,3,32,Verano
Atlántico,Eólica,1419,2024-08-06,8,2024,3,32,Verano
Magdalena,Solar,1909,2024-08-06,8,2024,3,32,Verano
Magdalena,Eólica,932,2024-08-07,8,2024,3,32,Verano
Magdalena,Solar,1027,2024-08-07,8,2024,3,32,Verano
Magdalena,Eólica,1036,2024-08-08,8,2024,3,32,Verano
Magdalena,Solar,2267,2024-08-08,8,2024,3,32,Verano
Cesar,Solar,120,2024-08-08,8,2024,3,32,Verano
La Guajira,Eólica,2200,2024-08-08,8,2024,3,32,Verano
Magdalena,Solar,1637,2024-08-08,8,2024,3,32,Verano
Atlántico,Solar,1344,2024-08-08,8,2024,3,32,Verano
Magdalena,Solar,1936,2024-08-08,8,2024,3,32,Verano
Atlántico,Eólica,791,2024-08-08,8,2024,3,32,Verano
La Guajira,Eólica,1366,2024-08-09,8,2024,3,32,Verano
Atlántico,Eólica,922,2024-08-09,8,2024,3,32,Verano
La Guajira,Solar,1984,2024-08-09,8,2024,3,32,Verano
Atlántico,Solar,120,2024-08-09,8,2024,3,32,Verano
Magdalena,Eólica,667,2024-08-10,8,2024,3,32,Verano
Magdalena,Solar,1678,2024-08-10,8,2024,3,32,Verano
Atlántico,Solar,1675,2024-08-11,8,2024,3,32,Verano
La Guajira,Solar,2293,2024-08-11,8,2024,3,32,Verano
Magdalena,Solar,2537,2024-08-11,8,2024,3,32,Verano
Cesar,Solar,770,2024-08-11,8,2024,3,32,Verano
Cesar,Solar,906,2024-08-11,8,2024,3,32,Verano
Magdalena,Eólica,598,2024-08-11,8,2024,3,32,Verano
Cesar,Solar,2695,2024-08-11,8,2024,3,32,Verano
La Guajira,Eólica,1673,2024-08-12,8,2024,3,33,Verano
Cesar,Eólica,1451,2024-08-12,8,2024,3,33,Verano
Cesar,Solar,1339,2024-08-12,8,2024,3,33,Verano
Cesar,Solar,1451,2024-08-12,8,2024,3,33,Verano
Atlántico,Solar,2017,2024-08-13,8,2024,3,33,Verano
Atlántico,Solar,1732,2024-08-13,8,2024,3,33,Verano
Atlántico,Eólica,1233,2024-08-13,8,2024,3,33,Verano
Atlántico,Eólica,1446,2024-08-13,8,2024,3,33,Verano
La Guajira,Eólica,1697,2024-08-13,8,2024,3,33,Verano
Cesar,Eólica,1005,2024-08-13,8,2024,3,33,Verano
Magdalena,Solar,1570,2024-08-14,8,2024,3,33,Verano
Atlántico,Eólica,461,2024-08-14,8,2024,3,33,Verano
Magdalena,Eólica,943,2024-08-14,8,2024,3,33,Verano
Magdalena,Eólica,1001,2024-08-14,8,2024,3,33,Verano
Atlántico,Solar,828,2024-08-14,8,2024,3,33,Verano
Atlántico,Eólica,1172,2024-08-15,8,2024,3,33,Verano
Cesar,Solar,582,2024-08-15,8,2024,3,33,Verano
La Guajira,Solar,1632,2024-08-15,8,2024,3,33,Verano
Atlántico,Solar,1477,2024-08-15,8,2024,3,33,Verano
La Guajira,Eólica,1567,2024-08-15,8,2024,3,33,Verano
Magdalena,Solar,2495,2024-08-15,8,2024,3,33,Verano
La Guajira,Eólica,1828,2024-08-16,8,2024,3,33,Verano
Magdalena,Solar,1334,2024-08-16,8,2024,3,33,Verano
La Guajira,Solar,1786,2024-08-16,8,2024,3,33,Verano
La Guajira,Eólica,1353,2024-08-16,8,2024,3,33,Verano
Cesar,Solar,563,2024-08-16,8,2024,3,33,Verano
La Guajira,Solar,720,2024-08-16,8,2024,3,33,Verano
Atlántico,Solar,1805,2024-08-16,8,2024,3,33,Verano
La Guajira,Solar,457,2024-08-17,8,2024,3,33,Verano
La Guajira,Eólica,222,2024-08-17,8,2024,3,33,Verano
La Guajira,Solar,1696,2024-08-17,8,2024,3,33,Verano
Magdalena,Solar,2636,2024-08-17,8,2024,3,33,Verano
Cesar,Solar,874,2024-08-18,8,2024,3,33,Verano
Magdalena,Solar,992,2024-08-18,8,2024,3,33,Verano
Magdalena,Solar,2390,2024-08-18,8,2024,3,33,Verano
Atlántico,Eólica,1100,2024-08-18,8,2024,3,33,Verano
Cesar,Solar,1986,2024-08-18,8,2024,3,33,Verano
La Guajira,Eólica,911,2024-08-18,8,2024,3,33,Verano
La Guajira,Eólica,1724,2024-08-19,8,2024,3,34,Verano
La Guajira,Solar,656,2024-08-19,8,2024,3,34,Verano
Magdalena,Solar,738,2024-08-19,8,2024,3,34,Verano
Cesar,Solar,665,2024-08-19,8,2024,3,34,Verano
Magdalena,Solar,2088,2024-08-19,8,2024,3,34,Verano
La Guajira,Solar,2964,2024-08-19,8,2024,3,34,Verano
La Guajira,Solar,1513,2024-08-20,8,2024,3,34,Verano
Magdalena,Solar,2040,2024-08-20,8,2024,3,34,Verano
Magdalena,Solar,1442,2024-08-21,8,2024,3,34,Verano
Magdalena,Eólica,728,2024-08-21,8,2024,3,34,Verano
Magdalena,Solar,1327,2024-08-21,8,2024,3,34,Verano
La Guajira,Solar,1248,2024-08-21,8,2024,3,34,Verano
Cesar,Eólica,1609,2024-08-21,8,2024,3,34,Verano
Cesar,Eólica,987,2024-08-21,8,2024,3,34,Verano
Cesar,Solar,155,2024-08-21,8,2024,3,34,Verano
Cesar,Eólica,483,2024-08-21,8,2024,3,34,Verano
Cesar,Eólica,1550,2024-08-22,8,2024,3,34,Verano
La Guajira,Solar,2111,2024-08-22,8,2024,3,34,Verano
Atlántico,Solar,3866,2024-08-22,8,2024,3,34,Verano
Magdalena,Solar,1645,2024-08-23,8,2024,3,34,Verano
Magdalena,Eólica,870,2024-08-23,8,2024,3,34,Verano
Magdalena,Eólica,562,2024-08-23,8,2024,3,34,Verano
La Guajira,Eólica,774,2024-08-23,8,2024,3,34,Verano
Magdalena,Solar,1093,2024-08-23,8,2024,3,34,Verano
La Guajira,Eólica,1434,2024-08-23,8,2024,3,34,Verano
La Guajira,Eólica,1348,2024-08-24,8,2024,3,34,Verano
La Guajira,Solar,793,2024-08-24,8,2024,3,34,Verano
La Guajira,Solar,956,2024-08-24,8,2024,3,34,Verano
Magdalena,Solar,1171,2024-08-24,8,2024,3,34,Verano
La Guajira,Eólica,1096,2024-08-24,8,2024,3,34,Verano
Cesar,Eólica,1154,2024-08-24,8,2024,3,34,Verano
Cesar,Eólica,1901,2024-08-24,8,2024,3,34,Verano
La Guajira,Eólica,952,2024-08-24,8,2024,3,34,Verano
Atlántico,Solar,2923,2024-08-25,8,2024,3,34,Verano
Atlántico,Solar,1900,2024-08-25,8,2024,3,34,Verano
La Guajira,Eólica,1074,2024-08-25,8,2024,3,34,Verano
Magdalena,Solar,1874,2024-08-26,8,2024,3,35,Verano
Cesar,Eólica,757,2024-08-26,8,2024,3,35,Verano
Magdalena,Solar,2159,2024-08-26,8,2024,3,35,Verano
Magdalena,Eólica,1181,2024-08-26,8,2024,3,35,Verano
Magdalena,Solar,1825,2024-08-26,8,2024,3,35,Verano
La Guajira,Eólica,337,2024-08-26,8,2024,3,35,Verano
Cesar,Solar,120,2024-08-26,8,2024,3,35,Verano
Magdalena,Eólica,714,2024-08-27,8,2024,3,35,Verano
Magdalena,Solar,1387,2024-08-27,8,2024,3,35,Verano
Cesar,Eólica,1422,2024-08-27,8,2024,3,35,Verano
La Guajira,Solar,1891,2024-08-27,8,2024,3,35,Verano
Atlántico,Solar,1439,2024-08-27,8,2024,3,35,Verano
Magdalena,Eólica,831,2024-08-27,8,2024,3,35,Verano
Magdalena,Solar,1850,2024-08-27,8,2024,3,35,Verano
Cesar,Solar,1828,2024-08-27,8,2024,3,35,Verano
La Guajira,Solar,738,2024-08-28,8,2024,3,35,Verano
Magdalena,Eólica,1070,2024-08-28,8,2024,3,35,Verano
Magdalena,Eólica,1386,2024-08-28,8,2024,3,35,Verano
Cesar,Solar,156,2024-08-28,8,2024,3,35,Verano
Magdalena,Eólica,1345,2024-08-28,8,2024,3,35,Verano
Cesar,Solar,2938,2024-08-28,8,2024,3,35,Verano
Magdalena,Solar,1561,2024-08-28,8,2024,3,35,Verano
Magdalena,Solar,1459,2024-08-29,8,2024,3,35,Verano
Atlántico,Solar,2743,2024-08-29,8,2024,3,35,Verano
Atlántico,Eólica,2182,2024-08-29,8,2024,3,35,Verano
Atlántico,Eólica,1042,2024-08-29,8,2024,3,35,Verano
La Guajira,Solar,1039,2024-08-29,8,2024,3,35,Verano
Atlántico,Eólica,1687,2024-08-29,8,2024,3,35,Verano
Cesar,Solar,1561,2024-08-30,8,2024,3,35,Verano
Magdalena,Solar,1806,2024-08-30,8,2024,3,35,Verano
La Guajira,Solar,2579,2024-08-30,8,2024,3,35,Verano
La Guajira,Solar,2502,2024-08-30,8,2024,3,35,Verano
Cesar,Solar,120,2024-08-31,8,2024,3,35,Verano
Magdalena,Solar,1033,2024-08-31,8,2024,3,35,Verano
La Guajira,Solar,1810,2024-08-31,8,2024,3,35,Verano
La Guajira,Solar,716,2024-09-01,9,2024,3,35,Otoño
Cesar,Eólica,1248,2024-09-01,9,2024,3,35,Otoño
Cesar,Eólica,1420,2024-09-01,9,2024,3,35,Otoño
Magdalena,Eólica,672,2024-09-01,9,2024,3,35,Otoño
Magdalena,Eólica,1037,2024-09-02,9,2024,3,36,Otoño
Magdalena,Eólica,100,2024-09-02,9,2024,3,36,Otoño
Magdalena,Solar,1903,2024-09-02,9,2024,3,36,Otoño
Atlántico,Solar,1849,2024-09-03,9,2024,3,36,Otoño
Magdalena,Solar,2096,2024-09-03,9,2024,3,36,Otoño
Magdalena,Eólica,989,2024-09-03,9,2024,3,36,Otoño
Magdalena,Solar,1814,2024-09-04,9,2024,3,36,Otoño
Atlántico,Eólica,852,2024-09-04,9,2024,3,36,Otoño
La Guajira,Solar,1388,2024-09-04,9,2024,3,36,Otoño
Atlántico,Eólica,984,2024-09-04,9,2024,3,36,Otoño
Magdalena,Solar,1420,2024-09-04,9,2024,3,36,Otoño
La Guajira,Eólica,1893,2024-09-05,9,2024,3,36,Otoño
Cesar,Solar,120,2024-09-05,9,2024,3,36,Otoño
La Guajira,Solar,2616,2024-09-05,9,2024,3,36,Otoño
Magdalena,Solar,1723,2024-09-05,9,2024,3,36,Otoño
Cesar,Solar,2434,2024-09-05,9,2024,3,36,Otoño
Magdalena,Eólica,754,2024-09-05,9,2024,3,36,Otoño
Magdalena,Solar,1777,2024-09-05,9,2024,3,36,Otoño
La Guajira,Eólica,1221,2024-09-05,9,2024,3,36,Otoño
Cesar,Solar,2639,2024-09-06,9,2024,3,36,Otoño
La Guajira,Eólica,1559,2024-09-06,9,2024,3,36,Otoño
Cesar,Eólica,998,2024-09-06,9,2024,3,36,Otoño
Atlántico,Eólica,285,2024-09-06,9,2024,3,36,Otoño
La Guajira,Eólica,1107,2024-09-06,9,2024,3,36,Otoño
Atlántico,Solar,518,2024-09-06,9,2024,3,36,Otoño
Atlántico,Solar,1484,2024-09-06,9,2024,3,36,Otoño
Magdalena,Eólica,1503,2024-09-06,9,2024,3,36,Otoño
Magdalena,Solar,1679,2024-09-07,9,2024,3,36,Otoño
Magdalena,Solar,1836,2024-09-07,9,2024,3,36,Otoño
Cesar,Eólica,1629,2024-09-07,9,2024,3,36,Otoño
Cesar,Eólica,1134,2024-09-07,9,2024,3,36,Otoño
Atlántico,Solar,1714,2024-09-07,9,2024,3,36,Otoño
Cesar,Solar,1024,2024-09-07,9,2024,3,36,Otoño
Cesar,Solar,1769,2024-09-07,9,2024,3,36,Otoño
Atlántico,Solar,1388,2024-09-08,9,2024,3,36,Otoño
Magdalena,Solar,2141,2024-09-08,9,2024,3,36,Otoño
La Guajira,Solar,727,2024-09-08,9,2024,3,36,Otoño
La Guajira,Solar,545,2024-09-09,9,2024,3,37,Otoño
Magdalena,Eólica,403,2024-09-09,9,2024,3,37,Otoño
Atlántico,Solar,532,2024-09-09,9,2024,3,37,Otoño
Cesar,Eólica,100,2024-09-09,9,2024,3,37,Otoño
Atlántico,Solar,1040,2024-09-09,9,2024,3,37,Otoño
Atlántico,Solar,1991,2024-09-09,9,2024,3,37,Otoño
Atlántico,Solar,2022,2024-09-09,9,2024,3,37,Otoño
Cesar,Solar,967,2024-09-09,9,2024,3,37,Otoño
Magdalena,Eólica,664,2024-09-10,9,2024,3,37,Otoño
Magdalena,Eólica,524,2024-09-10,9,2024,3,37,Otoño
La Guajira,Eólica,2353,2024-09-10,9,2024,3,37,Otoño
Magdalena,Solar,1253,2024-09-11,9,2024,3,37,Otoño
Cesar,Solar,558,2024-09-11,9,2024,3,37,Otoño
Cesar,Eólica,647,2024-09-12,9,2024,3,37,Otoño
Magdalena,Solar,1972,2024-09-12,9,2024,3,37,Otoño
Magdalena,Eólica,675,2024-09-12,9,2024,3,37,Otoño
Cesar,Solar,1668,2024-09-12,9,2024,3,37,Otoño
La Guajira,Eólica,1559,2024-09-12,9,2024,3,37,Otoño
Magdalena,Solar,1660,2024-09-12,9,2024,3,37,Otoño
Cesar,Eólica,1343,2024-09-12,9,2024,3,37,Otoño
Cesar,Eólica,2041,2024-09-12,9,2024,3,37,Otoño
Cesar,Eólica,987,2024-09-12,9,2024,3,37,Otoño
Cesar,Eólica,1854,2024-09-12,9,2024,3,37,Otoño
La Guajira,Eólica,156,2024-09-13,9,2024,3,37,Otoño
La Guajira,Solar,120,2024-09-13,9,2024,3,37,Otoño
Magdalena,Eólica,876,2024-09-13,9,2024,3,37,Otoño
La Guajira,Eólica,1231,2024-09-13,9,2024,3,37,Otoño
La Guajira,Eólica,1764,2024-09-13,9,2024,3,37,Otoño
La Guajira,Eólica,2309,2024-09-13,9,2024,3,37,Otoño
Cesar,Eólica,1453,2024-09-13,9,2024,3,37,Otoño
Cesar,Solar,1622,2024-09-14,9,2024,3,37,Otoño
Atlántico,Solar,1644,2024-09-14,9,2024,3,37,Otoño
Magdalena,Eólica,1171,2024-09-14,9,2024,3,37,Otoño
Magdalena,Solar,2036,2024-09-14,9,2024,3,37,Otoño
Cesar,Solar,1993,2024-09-14,9,2024,3,37,Otoño
Atlántico,Eólica,1354,2024-09-15,9,2024,3,37,Otoño
La Guajira,Solar,722,2024-09-15,9,2024,3,37,Otoño
La Guajira,Eólica,685,2024-09-15,9,2024,3,37,Otoño
Cesar,Solar,988,2024-09-15,9,2024,3,37,Otoño
Magdalena,Eólica,513,2024-09-15,9,2024,3,37,Otoño
La Guajira,Solar,450,2024-09-16,9,2024,3,38,Otoño
Atlántico,Eólica,1116,2024-09-16,9,2024,3,38,Otoño
Magdalena,Eólica,748,2024-09-17,9,2024,3,38,Otoño
Atlántico,Solar,1829,2024-09-17,9,2024,3,38,Otoño
Cesar,Solar,2287,2024-09-17,9,2024,3,38,Otoño
La Guajira,Solar,962,2024-09-18,9,2024,3,38,Otoño
Magdalena,Solar,1574,2024-09-18,9,2024,3,38,Otoño
Cesar,Eólica,917,2024-09-18,9,2024,3,38,Otoño
La Guajira,Eólica,553,2024-09-18,9,2024,3,38,Otoño
La Guajira,Eólica,1057,2024-09-19,9,2024,3,38,Otoño
Atlántico,Eólica,1173,2024-09-19,9,2024,3,38,Otoño
La Guajira,Eólica,779,2024-09-19,9,2024,3,38,Otoño
Cesar,Solar,470,2024-09-19,9,2024,3,38,Otoño
Cesar,Solar,2204,2024-09-19,9,2024,3,38,Otoño
Magdalena,Eólica,1209,2024-09-19,9,2024,3,38,Otoño
Cesar,Eólica,2186,2024-09-20,9,2024,3,38,Otoño
Atlántico,Solar,1086,2024-09-21,9,2024,3,38,Otoño
La Guajira,Solar,1931,2024-09-21,9,2024,3,38,Otoño
La Guajira,Solar,2101,2024-09-21,9,2024,3,38,Otoño
Atlántico,Eólica,1169,2024-09-21,9,2024,3,38,Otoño
Cesar,Eólica,1687,2024-09-21,9,2024,3,38,Otoño
Atlántico,Eólica,914,2024-09-21,9,2024,3,38,Otoño
Magdalena,Solar,2371,2024-09-21,9,2024,3,38,Otoño
La Guajira,Solar,3264,2024-09-21,9,2024,3,38,Otoño
Magdalena,Solar,1470,2024-09-21,9,2024,3,38,Otoño
La Guajira,Eólica,1553,2024-09-22,9,2024,3,38,Otoño
La Guajira,Solar,788,2024-09-22,9,2024,3,38,Otoño
Magdalena,Solar,1985,2024-09-22,9,2024,3,38,Otoño
Atlántico,Eólica,1594,2024-09-22,9,2024,3,38,Otoño
Atlántico,Eólica,1291,2024-09-22,9,2024,3,38,Otoño
Atlántico,Solar,2797,2024-09-22,9,2024,3,38,Otoño
La Guajira,Solar,1748,2024-09-22,9,2024,3,38,Otoño
Cesar,Solar,140,2024-09-23,9,2024,3,39,Otoño
La Guajira,Solar,2624,2024-09-23,9,2024,3,39,Otoño
La Guajira,Eólica,1912,2024-09-23,9,2024,3,39,Otoño
La Guajira,Solar,1541,2024-09-23,9,2024,3,39,Otoño
La Guajira,Eólica,965,2024-09-23,9,2024,3,39,Otoño
Cesar,Eólica,614,2024-09-23,9,2024,3,39,Otoño
Magdalena,Solar,1972,2024-09-23,9,2024,3,39,Otoño
La Guajira,Eólica,1186,2024-09-24,9,2024,3,39,Otoño
La Guajira,Solar,2622,2024-09-24,9,2024,3,39,Otoño
Atlántico,Eólica,470,2024-09-24,9,2024,3,39,Otoño
La Guajira,Solar,152,2024-09-24,9,2024,3,39,Otoño
Atlántico,Eólica,1620,2024-09-24,9,2024,3,39,Otoño
Cesar,Solar,781,2024-09-24,9,2024,3,39,Otoño
Cesar,Eólica,365,2024-09-25,9,2024,3,39,Otoño
Cesar,Solar,836,2024-09-25,9,2024,3,39,Otoño
Cesar,Solar,1390,2024-09-25,9,2024,3,39,Otoño
Magdalena,Eólica,609,2024-09-25,9,2024,3,39,Otoño
Atlántico,Eólica,1229,2024-09-25,9,2024,3,39,Otoño
La Guajira,Eólica,1521,2024-09-25,9,2024,3,39,Otoño
La Guajira,Eólica,1500,2024-09-26,9,2024,3,39,Otoño
Cesar,Eólica,1033,2024-09-26,9,2024,3,39,Otoño
Cesar,Eólica,1721,2024-09-26,9,2024,3,39,Otoño
La Guajira,Eólica,545,2024-09-26,9,2024,3,39,Otoño
La Guajira,Eólica,2100,2024-09-27,9,2024,3,39,Otoño
La Guajira,Solar,2448,2024-09-27,9,2024,3,39,Otoño
Magdalena,Eólica,407,2024-09-27,9,2024,3,39,Otoño
Atlántico,Solar,1712,2024-09-27,9,2024,3,39,Otoño
La Guajira,Solar,467,2024-09-27,9,2024,3,39,Otoño
Cesar,Eólica,1313,2024-09-27,9,2024,3,39,Otoño
La Guajira,Solar,1396,2024-09-27,9,2024,3,39,Otoño
Magdalena,Solar,1253,2024-09-27,9,2024,3,39,Otoño
La Guajira,Solar,1639,2024-09-27,9,2024,3,39,Otoño
Atlántico,Solar,1848,2024-09-28,9,2024,3,39,Otoño
Atlántico,Eólica,683,2024-09-28,9,2024,3,39,Otoño
Magdalena,Solar,1564,2024-09-28,9,2024,3,39,Otoño
Atlántico,Eólica,1194,2024-09-28,9,2024,3,39,Otoño
Magdalena,Eólica,1027,2024-09-28,9,2024,3,39,Otoño
Magdalena,Eólica,1426,2024-09-28,9,2024,3,39,Otoño
Magdalena,Eólica,661,2024-09-29,9,2024,3,39,Otoño
La Guajira,Solar,702,2024-09-29,9,2024,3,39,Otoño
Magdalena,Solar,1559,2024-09-29,9,2024,3,39,Otoño
Magdalena,Solar,1813,2024-09-29,9,2024,3,39,Otoño
Atlántico,Eólica,2169,2024-09-29,9,2024,3,39,Otoño
Magdalena,Eólica,693,2024-09-29,9,2024,3,39,Otoño
Magdalena,Solar,1613,2024-09-29,9,2024,3,39,Otoño
La Guajira,Solar,1274,2024-09-30,9,2024,3,40,Otoño
Atlántico,Solar,1594,2024-09-30,9,2024,3,40,Otoño
La Guajira,Solar,120,2024-09-30,9,2024,3,40,Otoño
Atlántico,Solar,2142,2024-09-30,9,2024,3,40,Otoño
Cesar,Solar,1252,2024-09-30,9,2024,3,40,Otoño
Cesar,Eólica,1856,2024-09-30,9,2024,3,40,Otoño
Magdalena,Eólica,1104,2024-09-30,9,2024,3,40,Otoño
La Guajira,Solar,3094,2024-09-30,9,2024,3,40,Otoño
La Guajira,Eólica,1691,2024-10-01,10,2024,4,40,Otoño
Magdalena,Eólica,781,2024-10-01,10,2024,4,40,Otoño
Cesar,Eólica,1327,2024-10-01,10,2024,4,40,Otoño
Atlántico,Eólica,1842,2024-10-02,10,2024,4,40,Otoño
Magdalena,Solar,2051,2024-10-02,10,2024,4,40,Otoño
Cesar,Solar,866,2024-10-02,10,2024,4,40,Otoño
Cesar,Solar,2552,2024-10-02,10,2024,4,40,Otoño
Magdalena,Eólica,1127,2024-10-02,10,2024,4,40,Otoño
Atlántico,Solar,1203,2024-10-02,10,2024,4,40,Otoño
Magdalena,Eólica,1218,2024-10-02,10,2024,4,40,Otoño
Magdalena,Solar,1344,2024-10-02,10,2024,4,40,Otoño
Atlántico,Solar,953,2024-10-02,10,2024,4,40,Otoño
Atlántico,Eólica,1127,2024-10-02,10,2024,4,40,Otoño
La Guajira,Eólica,855,2024-10-02,10,2024,4,40,Otoño
Cesar,Solar,2031,2024-10-03,10,2024,4,40,Otoño
Atlántico,Eólica,1457,2024-10-03,10,2024,4,40,Otoño
Atlántico,Solar,1638,2024-10-03,10,2024,4,40,Otoño
La Guajira,Eólica,1441,2024-10-03,10,2024,4,40,Otoño
La Guajira,Eólica,1560,2024-10-04,10,2024,4,40,Otoño
Magdalena,Solar,1419,2024-10-04,10,2024,4,40,Otoño
La Guajira,Eólica,1010,2024-10-04,10,2024,4,40,Otoño
Cesar,Solar,590,2024-10-04,10,2024,4,40,Otoño
Cesar,Eólica,1685,2024-10-04,10,2024,4,40,Otoño
La Guajira,Solar,490,2024-10-04,10,2024,4,40,Otoño
Magdalena,Solar,1068,2024-10-04,10,2024,4,40,Otoño
Atlántico,Eólica,1211,2024-10-05,10,2024,4,40,Otoño
Atlántico,Solar,1348,2024-10-05,10,2024,4,40,Otoño
La Guajira,Solar,544,2024-10-05,10,2024,4,40,Otoño
Cesar,Eólica,1577,2024-10-05,10,2024,4,40,Otoño
La Guajira,Eólica,1657,2024-10-05,10,2024,4,40,Otoño
Cesar,Eólica,739,2024-10-05,10,2024,4,40,Otoño
Cesar,Solar,1146,2024-10-05,10,2024,4,40,Otoño
Magdalena,Eólica,100,2024-10-06,10,2024,4,40,Otoño
Atlántico,Eólica,1652,2024-10-06,10,2024,4,40,Otoño
La Guajira,Solar,1744,2024-10-06,10,2024,4,40,Otoño
La Guajira,Eólica,1345,2024-10-06,10,2024,4,40,Otoño
La Guajira,Solar,550,2024-10-07,10,2024,4,41,Otoño
Cesar,Eólica,262,2024-10-07,10,2024,4,41,Otoño
Cesar,Eólica,1293,2024-10-07,10,2024,4,41,Otoño
La Guajira,Solar,737,2024-10-07,10,2024,4,41,Otoño
Atlántico,Solar,1216,2024-10-08,10,2024,4,41,Otoño
Magdalena,Eólica,553,2024-10-08,10,2024,4,41,Otoño
La Guajira,Eólica,1490,2024-10-08,10,2024,4,41,Otoño
La Guajira,Solar,1039,2024-10-09,10,2024,4,41,Otoño
Cesar,Eólica,1726,2024-10-09,10,2024,4,41,Otoño
Magdalena,Solar,1202,2024-10-09,10,2024,4,41,Otoño
Cesar,Eólica,613,2024-10-09,10,2024,4,41,Otoño
Atlántico,Eólica,2138,2024-10-09,10,2024,4,41,Otoño
La Guajira,Solar,1052,2024-10-09,10,2024,4,41,Otoño
Magdalena,Eólica,930,2024-10-09,10,2024,4,41,Otoño
Atlántico,Solar,734,2024-10-10,10,2024,4,41,Otoño
Cesar,Eólica,407,2024-10-10,10,2024,4,41,Otoño
Magdalena,Solar,1940,2024-10-10,10,2024,4,41,Otoño
Cesar,Eólica,816,2024-10-10,10,2024,4,41,Otoño
Cesar,Eólica,1467,2024-10-11,10,2024,4,41,Otoño
Magdalena,Solar,1760,2024-10-11,10,2024,4,41,Otoño
Cesar,Eólica,1252,2024-10-12,10,2024,4,41,Otoño
Magdalena,Solar,726,2024-10-12,10,2024,4,41,Otoño
La Guajira,Solar,506,2024-10-12,10,2024,4,41,Otoño
Cesar,Solar,2341,2024-10-12,10,2024,4,41,Otoño
Cesar,Solar,2166,2024-10-12,10,2024,4,41,Otoño
Cesar,Eólica,318,2024-10-12,10,2024,4,41,Otoño
La Guajira,Solar,484,2024-10-12,10,2024,4,41,Otoño
Cesar,Solar,281,2024-10-13,10,2024,4,41,Otoño
Magdalena,Solar,1477,2024-10-13,10,2024,4,41,Otoño
La Guajira,Eólica,793,2024-10-13,10,2024,4,41,Otoño
Magdalena,Solar,1592,2024-10-13,10,2024,4,41,Otoño
Magdalena,Eólica,631,2024-10-13,10,2024,4,41,Otoño
Magdalena,Eólica,798,2024-10-13,10,2024,4,41,Otoño
Cesar,Solar,2675,2024-10-13,10,2024,4,41,Otoño
Magdalena,Eólica,840,2024-10-13,10,2024,4,41,Otoño
La Guajira,Solar,1367,2024-10-13,10,2024,4,41,Otoño
Magdalena,Eólica,921,2024-10-14,10,2024,4,42,Otoño
Atlántico,Solar,1767,2024-10-14,10,2024,4,42,Otoño
Magdalena,Solar,1159,2024-10-14,10,2024,4,42,Otoño
Magdalena,Eólica,1201,2024-10-14,10,2024,4,42,Otoño
La Guajira,Solar,1096,2024-10-14,10,2024,4,42,Otoño
La Guajira,Solar,1327,2024-10-14,10,2024,4,42,Otoño
Cesar,Solar,976,2024-10-14,10,2024,4,42,Otoño
Cesar,Solar,461,2024-10-14,10,2024,4,42,Otoño
La Guajira,Solar,1326,2024-10-14,10,2024,4,42,Otoño
Atlántico,Eólica,2416,2024-10-15,10,2024,4,42,Otoño
Magdalena,Eólica,1116,2024-10-15,10,2024,4,42,Otoño
Atlántico,Solar,1346,2024-10-15,10,2024,4,42,Otoño
Atlántico,Solar,2054,2024-10-16,10,2024,4,42,Otoño
